CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/,,,,,,,,,
(Thousands of current dollars) ,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2018
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",10,    Utilities,(D),937983,(D),(D),859868,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",11,    Construction,4632981,4846492,5318567,6746860,8111338,12091193
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",12,    Manufacturing,(D),(D),(D),11875300,12603357,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",13,      Durable goods manufacturing,(D),(D),(D),(D),(D),8243102
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",25,      Nondurable goods manufacturing,(D),(D),(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",34,    Wholesale trade,(D),(D),(D),(D),(D),15179817
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",35,    Retail trade,7511095,7579360,7912024,8215852,8576638,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",36,    Transportation and warehousing,(D),(D),(D),6908578,8008469,10507132
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",45,    Information,12858950,12913308,(D),13323234,13402253,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",50,"    Finance, insurance, real estate, rental, and leasing",27330757,29465829,31449233,32874954,34191552,46261211
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",51,      Finance and insurance,9503682,10037535,(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",56,      Real estate and rental and leasing,17827075,19428294,(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",59,    Professional and business services,(D),(D),(D),27247838,28916016,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",60,"      Professional, scientific, and technical services",(D),15669106,16581703,(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",64,      Management of companies and enterprises,(D),(D),(D),(D),4942669,5578570
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",65,      Administrative and support and waste management and remediation services,(D),(D),(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",68,"    Educational services, health care, and social assistance",10382481,(D),11210449,11802132,12537794,15346947
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",69,      Educational services,(D),(D),(D),1859657,1951459,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",70,      Health care and social assistance,(D),(D),(D),9942474,10586335,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",75,"    Arts, entertainment, recreation, accommodation, and food services",5477316,5773863,6204917,7121380,(D),10411294
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",76,"      Arts, entertainment, and recreation",1621319,1695885,1782293,(D),(D),3778322
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",79,      Accommodation and food services,3855996,4077978,4422624,(D),(D),6632972
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",82,    Other services (except government and government enterprises),3072165,3170855,3447926,3648274,(D),4741210
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",83,Government and government enterprises,15555813,15549430,15906333,16375265,17273633,21076589
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",,Addenda:,,,,,,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",87,Natural resources and mining,(D),(D),(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",88,Trade,(D),(D),(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",89,Transportation and utilities,(D),(D),(D),(D),8868337,(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",90,Manufacturing and information,(D),(D),(D),25198533,26005610,28115726
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",91,Private goods-producing industries 2/,(D),(D),(D),(D),(D),(D)
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",92,Private services-providing industries 3/,(D),(D),(D),(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,All industry total,190634072,200051064,212159700,219845447,228162277,267731067
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,  Private industries,171474163,181591273,194115343,201750125,210018534,247630267
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",93475,151491,166317,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",237700,258446,252322,277081,282270,421406
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",10,    Utilities,2294802,2240122,(D),(D),(D),2583974
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",11,    Construction,5211590,5269985,5713950,6398678,7224625,9814154
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",12,    Manufacturing,30965867,34839248,39418486,43474300,44556153,50431193
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",13,      Durable goods manufacturing,26557348,29860828,34479828,37676554,38368598,43134674
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,4408519,4978420,4938658,5797747,6187555,7296519
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",34,    Wholesale trade,15355264,(D),(D),(D),18221844,(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",35,    Retail trade,11739778,12022988,12207233,12342275,12822298,15791304
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),6127442,6537061,(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",45,    Information,6480540,6354510,5937552,6380266,6452761,6726678
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",31680776,32875628,35347092,35276508,38560947,46452132
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",51,      Finance and insurance,10287028,10455595,11549217,10154142,12309615,15002933
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,21393748,22420033,23797875,25122366,26251332,31449199
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",59,    Professional and business services,(D),(D),36588307,(D),(D),46486066
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),29685994
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),7672203
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,7378459,7794982,8095858,8169805,8234948,9127869
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",19106660,19675189,20191902,20331412,20596692,23952645
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",69,      Educational services,1741103,1703703,1796263,1828580,1896117,1960197
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",70,      Health care and social assistance,17365557,17971486,18395640,18502832,18700575,21992448
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",6754320,6940229,7696527,7969988,8244974,10272473
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",2128130,1794053,1876249,1912912,2007742,2361292
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",79,      Accommodation and food services,4626190,5146176,5820278,6057075,6237232,7911181
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),4708223,4732366,4953064,4952576,5146994,5704799
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",83,Government and government enterprises,19159909,18459791,18044357,18095323,18143743,20100801
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,Addenda:,,,,,,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",87,Natural resources and mining,331175,409936,418639,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",88,Trade,27095042,(D),(D),(D),31044142,(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",90,Manufacturing and information,37446407,41193758,45356038,49854567,51008914,57157871
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,36508632,40519169,45551074,(D),(D),(D)
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",92,Private services-providing industries 3/,134965531,141072104,148564269,(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1,All industry total,349882973,380459547,404431385,423766110,430726161,478778576
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,  Private industries,320815686,351554757,374573457,392317292,397809159,439450840
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",139440,102551,(D),(D),158420,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",22419960,26126441,28161730,30205773,33066973,20468439
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",10,    Utilities,5801067,6600691,6019967,6240284,6106437,8153090
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",11,    Construction,17776708,18487473,21099191,23263107,26661359,29081654
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",12,    Manufacturing,72778643,88972648,87189655,91851233,73256866,84800005
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",13,      Durable goods manufacturing,(D),(D),(D),27948158,29365617,25938530
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,(D),(D),(D),63903075,43891249,58861475
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",34,    Wholesale trade,31012657,34816639,40398046,(D),(D),43535737
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",35,    Retail trade,15583399,16329990,17732871,18863650,20192172,24012906
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",36,    Transportation and warehousing,(D),(D),(D),19251049,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",45,    Information,(D),(D),(D),(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",43669198,45849228,50103334,52574983,57522392,68963066
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",51,      Finance and insurance,14076973,13904195,16169570,16820432,18105595,23337586
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,29592226,31945032,33933764,35754551,39416797,45625481
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",59,    Professional and business services,47353709,50695597,(D),(D),(D),70687481
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),43316415
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,(D),(D),(D),15481913,16793582,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",20672123,21568233,22449338,23637477,24746349,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",69,      Educational services,(D),(D),(D),(D),3703360,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",70,      Health care and social assistance,(D),(D),(D),(D),21042989,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",9428371,9744587,10640673,11493557,(D),16706532
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",1887577,1911442,2009039,2290329,(D),4082959
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",79,      Accommodation and food services,7540794,7833144,8631634,9203227,(D),12623573
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),6751251,6695047,7283520,7679935,8766332,9505834
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",83,Government and government enterprises,29067287,28904790,29857928,31448818,32917002,39327736
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",,Addenda:,,,,,,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",87,Natural resources and mining,22559400,26228992,(D),(D),33225393,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",88,Trade,46596057,51146629,58130916,(D),(D),67548643
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",89,Transportation and utilities,(D),(D),(D),25491333,(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",90,Manufacturing and information,(D),(D),(D),(D),(D),(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,113114751,133689114,(D),(D),133143618,(D)
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",92,Private services-providing industries 3/,207700936,217865643,(D),(D),264665541,(D)
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,All industry total,85728327,88096898,89213576,92592492,96666488,122423873
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,  Private industries,75854896,78251020,79284063,82454910,86151263,110074608
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",14040,15031,16284,15057,13896,12459
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",68145,63658,64302,54294,55829,91220
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",10,    Utilities,1672294,1639732,1627791,1618690,1621065,1665387
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",11,    Construction,5902027,4898825,3621379,3461383,3571587,5642066
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",12,    Manufacturing,2859891,2973192,3569697,3526598,3400445,3876940
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",13,      Durable goods manufacturing,2050332,2184905,2795668,2662172,2439507,2686358
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,809559,788287,774029,864426,960938,1190582
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",34,    Wholesale trade,3183016,3319323,3614769,3716528,3919495,4832398
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",35,    Retail trade,5414017,6009400,6364308,6725850,7051697,8779754
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",36,    Transportation and warehousing,4062010,3866244,4194726,4227307,4686035,5986566
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",45,    Information,2318472,2381363,2423787,2438555,2852290,4225556
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",17315130,18003078,16882965,18076142,19349300,26780201
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",51,      Finance and insurance,3864207,4348836,3469668,3190098,3738815,7378438
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,13450923,13654241,13413296,14886044,15610485,19401763
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",59,    Professional and business services,8971059,9190878,9733046,9906319,10205585,13725876
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",4438499,4523727,4611858,4590034,4584184,5742792
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",64,      Management of companies and enterprises,1810197,1837018,2138276,2273836,2340639,3587372
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,2722364,2830133,2982912,3042449,3280762,4395712
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",5292406,5401715,5643515,5793919,6136860,8108273
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",69,      Educational services,460239,457724,465520,481431,513497,646973
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",70,      Health care and social assistance,4832166,4943992,5177995,5312488,5623363,7461300
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",17249946,18912935,19867535,21202537,21483759,24109534
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",2244364,3169643,3919476,4135777,3393192,4236833
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",79,      Accommodation and food services,15005582,15743292,15948058,17066759,18090566,19872701
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),1532445,1575647,1659958,1691732,1803421,2238378
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",83,Government and government enterprises,9873431,9845878,9929513,10137582,10515225,12349265
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",,Addenda:,,,,,,
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",87,Natural resources and mining,82184,78688,80586,69351,69724,103679
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",88,Trade,8597033,9328723,9979077,10442378,10971192,13612152
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",89,Transportation and utilities,5734304,5505976,5822517,5845997,6307100,7651952
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",90,Manufacturing and information,5178363,5354555,5993485,5965153,6252735,8102496
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,8844102,7950705,7271663,7057332,7041757,9622686
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",92,Private services-providing industries 3/,67010794,70300314,72012400,75397578,79109505,100451922
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,All industry total,732746171,756470973,788081634,820353615,858170811,1047661346
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,  Private industries,660583727,683804701,715065044,744294878,777098310,951729886
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",388053,410956,461543,449534,448207,276696
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",2741917,3010746,3072013,2968205,2768210,1205091
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",10,    Utilities,4364751,4708080,5003760,5048681,5187231,6397604
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",11,    Construction,17640517,16193544,19864297,22494478,23986438,33738114
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",12,    Manufacturing,74537445,73925867,74273610,77429660,79456427,93939097
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",13,      Durable goods manufacturing,44751130,46163715,45291900,47590285,48585287,60467225
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,29786315,27762153,28981710,29839375,30871139,33471872
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",34,    Wholesale trade,50027610,54774968,55193843,57689636,61578467,69456120
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",35,    Retail trade,41298441,41913880,43894235,46389322,47509410,52894455
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",36,    Transportation and warehousing,18834358,19466668,19743657,21099448,22570973,32038330
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",45,    Information,80830090,79618413,80686462,86333700,87703011,112260585
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",169809142,179805890,193174053,201524885,210573104,262159515
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",51,      Finance and insurance,41679731,43403356,48335377,49629885,49572690,64130321
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,128129411,136402535,144838676,151895000,161000414,198029194
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",59,    Professional and business services,93919077,98344858,101477215,101687512,107466155,130175065
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",60,"      Professional, scientific, and technical services",61169846,64257031,66092836,66466080,69947979,81896589
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",64,      Management of companies and enterprises,8671952,9475579,9910931,10463024,11536892,14052593
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",65,      Administrative and support and waste management and remediation services,24077280,24612248,25473448,24758409,25981285,34225883
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",54525197,57469536,60613510,62147010,63917893,79356009
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",69,      Educational services,10059344,10516804,10892383,11141589,11748411,13423138
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",70,      Health care and social assistance,44465853,46952732,49721126,51005421,52169482,65932871
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",35928525,38166770,40758234,41761876,45503287,57004999
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",76,"      Arts, entertainment, and recreation",17680534,19086517,20921658,20828277,22124081,24799407
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",79,      Accommodation and food services,18247991,19080252,19836575,20933598,23379205,32205592
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",82,    Other services (except government and government enterprises),15738605,15994526,16848610,17270932,18429498,20828206
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",83,Government and government enterprises,72162445,72666271,73016590,76058737,81072501,95931460
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",,Addenda:,,,,,,
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",87,Natural resources and mining,3129970,3421701,3533556,3417738,3216417,1481787
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",88,Trade,91326050,96688848,99088079,104078957,109087876,122350574
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",89,Transportation and utilities,23199109,24174748,24747417,26148129,27758204,38435934
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",90,Manufacturing and information,155367535,153544280,154960073,163763361,167159438,206199682
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",91,Private goods-producing industries 2/,95307931,93541112,97671463,103341876,106659282,129158998
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",92,Private services-providing industries 3/,565275795,590263589,617393580,640953002,670439029,822570888
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,All industry total,248104158,252715328,259070997,271477303,286804599,354740098
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,  Private industries,218538993,223875163,230142792,241819473,256661508,321120330
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",1299972,1028073,1047643,1104102,898095,1352132
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",183240,276729,317585,244569,186860,333189
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",10,    Utilities,3098556,3601355,3636263,3632086,3833648,4734963
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",11,    Construction,11798944,12077385,8588913,8544322,11036576,18697564
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",12,    Manufacturing,8887310,8644379,8476415,9096415,9722045,12546288
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",13,      Durable goods manufacturing,5577642,5194333,4941439,5266747,5655892,7174959
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",25,      Nondurable goods manufacturing,3309668,3450046,3534976,3829669,4066153,5371330
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",34,    Wholesale trade,22795290,23321752,25172585,26096390,26970278,30874270
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",35,    Retail trade,17821021,17940623,18791512,20002561,20886548,24121155
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",36,    Transportation and warehousing,10378755,10674302,10846227,12249862,13448573,15761827
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",45,    Information,14653506,14815913,14850744,16134290,16053653,18732527
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",51696102,52836886,56611517,60394196,64319725,84691435
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",51,      Finance and insurance,13146788,13305589,15219522,16851696,18604719,24240179
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",56,      Real estate and rental and leasing,38549314,39531297,41391996,43542500,45715007,60451256
